carnet,nombre,carrera,departamento,promedio
EST000444,Estudiante 444,Administración,Sonsonate,7.81
EST000445,Estudiante 445,Contaduría,San Salvador,8.45
EST000446,Estudiante 446,Arquitectura,Sonsonate,6.74
EST000447,Estudiante 447,Ingeniería Industrial,La Libertad,5.75
EST000448,Estudiante 448,Contaduría,Santa Ana,8.42
EST000449,Estudiante 449,Arquitectura,Santa Ana,7.94
EST000450,Estudiante 450,Arquitectura,Santa Ana,5.96
EST000451,Estudiante 451,Ingeniería Industrial,Santa Ana,7.37
EST000452,Estudiante 452,Contaduría,La Libertad,8.12
EST000453,Estudiante 453,Administración,Sonsonate,5.25
EST000454,Estudiante 454,Contaduría,Santa Ana,9.24
EST000455,Estudiante 455,Ingeniería Industrial,Santa Ana,7.37
EST000456,Estudiante 456,Ingeniería en Sistemas,Santa Ana,5.76
EST000457,Estudiante 457,Arquitectura,San Miguel,9.45
EST000458,Estudiante 458,Ingeniería en Sistemas,La Libertad,6.53
EST000459,Estudiante 459,Administración,San Miguel,5.36
EST000460,Estudiante 460,Administración,Santa Ana,6.49
EST000461,Estudiante 461,Ingeniería en Sistemas,San Salvador,6.46
EST000462,Estudiante 462,Arquitectura,San Salvador,9.38
EST000463,Estudiante 463,Ingeniería Industrial,Sonsonate,5.06
EST000464,Estudiante 464,Administración,La Libertad,5.14
EST000465,Estudiante 465,Administración,San Salvador,6.27
EST000466,Estudiante 466,Contaduría,San Miguel,8.42
EST000467,Estudiante 467,Contaduría,Sonsonate,6.09
EST000468,Estudiante 468,Administración,Sonsonate,8.59
EST000469,Estudiante 469,Arquitectura,San Miguel,5.31
EST000470,Estudiante 470,Administración,Santa Ana,6.01
EST000471,Estudiante 471,Administración,Sonsonate,8.17
EST000472,Estudiante 472,Administración,San Miguel,7.69
EST000473,Estudiante 473,Ingeniería en Sistemas,San Salvador,7.17
EST000474,Estudiante 474,Ingeniería en Sistemas,Sonsonate,5.2
EST000475,Estudiante 475,Ingeniería Industrial,San Miguel,7.02
EST000476,Estudiante 476,Administración,San Salvador,6.32
EST000477,Estudiante 477,Ingeniería Industrial,San Miguel,6.13
EST000478,Estudiante 478,Ingeniería Industrial,Santa Ana,9.93
EST000479,Estudiante 479,Arquitectura,San Salvador,5.61
EST000480,Estudiante 480,Contaduría,San Miguel,6.76
EST000481,Estudiante 481,Arquitectura,La Libertad,9.07
EST000482,Estudiante 482,Contaduría,Santa Ana,5.9
EST000483,Estudiante 483,Arquitectura,Santa Ana,7.11
EST000484,Estudiante 484,Arquitectura,Sonsonate,7.16
EST000485,Estudiante 485,Ingeniería en Sistemas,San Miguel,6.88
EST000486,Estudiante 486,Administración,La Libertad,8.04
EST000487,Estudiante 487,Contaduría,Sonsonate,8.84
EST000488,Estudiante 488,Arquitectura,Santa Ana,8.86
EST000489,Estudiante 489,Ingeniería Industrial,Santa Ana,7.75
EST000490,Estudiante 490,Ingeniería Industrial,Santa Ana,5.93
EST000491,Estudiante 491,Arquitectura,La Libertad,6.1
EST000492,Estudiante 492,Ingeniería Industrial,Santa Ana,8.11
EST000493,Estudiante 493,Arquitectura,San Miguel,5.21
EST000494,Estudiante 494,Administración,Santa Ana,8.47
EST000495,Estudiante 495,Ingeniería en Sistemas,Santa Ana,9.17
EST000496,Estudiante 496,Arquitectura,Santa Ana,8.48
EST000497,Estudiante 497,Ingeniería en Sistemas,San Miguel,9.44
EST000498,Estudiante 498,Contaduría,San Miguel,8.72
EST000499,Estudiante 499,Arquitectura,San Salvador,5.6
EST000500,Estudiante 500,Administración,San Salvador,8.53
EST000501,Estudiante 501,Contaduría,La Libertad,6.24
EST000502,Estudiante 502,Administración,Sonsonate,9.57
EST000503,Estudiante 503,Ingeniería Industrial,Santa Ana,8.07
EST000504,Estudiante 504,Administración,San Salvador,8.4
EST000505,Estudiante 505,Ingeniería Industrial,Sonsonate,9.65
EST000506,Estudiante 506,Arquitectura,Santa Ana,7.3
EST000507,Estudiante 507,Contaduría,San Salvador,8.83
EST000508,Estudiante 508,Ingeniería Industrial,Santa Ana,9.02
EST000509,Estudiante 509,Arquitectura,San Salvador,5.9
EST000510,Estudiante 510,Ingeniería en Sistemas,Sonsonate,6.85
EST000511,Estudiante 511,Contaduría,San Salvador,8.69
EST000512,Estudiante 512,Ingeniería en Sistemas,San Salvador,5.27
EST000513,Estudiante 513,Ingeniería en Sistemas,San Salvador,8.13
EST000514,Estudiante 514,Ingeniería Industrial,San Salvador,5.11
EST000515,Estudiante 515,Ingeniería en Sistemas,San Salvador,7.97
EST000516,Estudiante 516,Ingeniería en Sistemas,San Miguel,8.84
EST000517,Estudiante 517,Ingeniería Industrial,Sonsonate,5.78
EST000518,Estudiante 518,Ingeniería Industrial,La Libertad,5.19
EST000519,Estudiante 519,Arquitectura,San Salvador,6.0
EST000520,Estudiante 520,Administración,Sonsonate,9.93
EST000521,Estudiante 521,Arquitectura,San Miguel,8.47
EST000522,Estudiante 522,Ingeniería en Sistemas,San Miguel,9.83
EST000523,Estudiante 523,Arquitectura,San Salvador,9.49
EST000524,Estudiante 524,Administración,San Miguel,6.19
EST000525,Estudiante 525,Ingeniería en Sistemas,San Salvador,5.03
EST000526,Estudiante 526,Ingeniería en Sistemas,La Libertad,7.56
EST000527,Estudiante 527,Ingeniería en Sistemas,San Salvador,9.25
EST000528,Estudiante 528,Ingeniería en Sistemas,La Libertad,5.02
EST000529,Estudiante 529,Ingeniería en Sistemas,Santa Ana,5.83
EST000530,Estudiante 530,Ingeniería Industrial,San Miguel,9.82
EST000531,Estudiante 531,Arquitectura,San Miguel,5.49
EST000532,Estudiante 532,Administración,La Libertad,9.07
EST000533,Estudiante 533,Ingeniería Industrial,San Salvador,5.41
EST000534,Estudiante 534,Ingeniería Industrial,San Miguel,7.2
EST000535,Estudiante 535,Contaduría,San Salvador,8.91
EST000536,Estudiante 536,Contaduría,San Miguel,7.37
EST000537,Estudiante 537,Administración,San Miguel,8.02
EST000538,Estudiante 538,Ingeniería Industrial,Sonsonate,8.55
EST000539,Estudiante 539,Ingeniería Industrial,La Libertad,7.97
EST000540,Estudiante 540,Contaduría,San Salvador,8.67
EST000541,Estudiante 541,Ingeniería Industrial,La Libertad,7.46
EST000542,Estudiante 542,Ingeniería Industrial,San Miguel,8.42
EST000543,Estudiante 543,Ingeniería en Sistemas,Sonsonate,7.1
EST000544,Estudiante 544,Administración,Sonsonate,9.37
EST000545,Estudiante 545,Ingeniería Industrial,Sonsonate,9.3
EST000546,Estudiante 546,Contaduría,Sonsonate,5.53
EST000547,Estudiante 547,Administración,San Miguel,9.63
EST000548,Estudiante 548,Arquitectura,San Miguel,9.12
EST000549,Estudiante 549,Administración,Santa Ana,7.72
EST000550,Estudiante 550,Administración,San Salvador,7.12
EST000551,Estudiante 551,Ingeniería Industrial,Santa Ana,5.48
EST000552,Estudiante 552,Arquitectura,San Miguel,8.93
EST000553,Estudiante 553,Contaduría,La Libertad,9.94
EST000554,Estudiante 554,Administración,Sonsonate,7.32
EST000555,Estudiante 555,Administración,Sonsonate,8.62
EST000556,Estudiante 556,Ingeniería Industrial,Santa Ana,5.59
EST000557,Estudiante 557,Ingeniería Industrial,San Miguel,6.33
EST000558,Estudiante 558,Arquitectura,San Miguel,9.04
EST000559,Estudiante 559,Contaduría,La Libertad,7.86
EST000560,Estudiante 560,Contaduría,La Libertad,5.07
EST000561,Estudiante 561,Ingeniería Industrial,Santa Ana,5.77
EST000562,Estudiante 562,Ingeniería Industrial,San Salvador,8.74
EST000563,Estudiante 563,Ingeniería Industrial,San Miguel,5.82
EST000564,Estudiante 564,Ingeniería Industrial,San Miguel,8.46
EST000565,Estudiante 565,Ingeniería en Sistemas,Sonsonate,8.17
EST000566,Estudiante 566,Administración,San Salvador,6.91
EST000567,Estudiante 567,Ingeniería en Sistemas,Sonsonate,9.93
EST000568,Estudiante 568,Contaduría,Sonsonate,7.25
EST000569,Estudiante 569,Administración,San Salvador,6.56
EST000570,Estudiante 570,Arquitectura,Sonsonate,5.27
EST000571,Estudiante 571,Ingeniería en Sistemas,La Libertad,6.16
EST000572,Estudiante 572,Ingeniería Industrial,Santa Ana,9.33
EST000573,Estudiante 573,Arquitectura,Sonsonate,6.82
EST000574,Estudiante 574,Arquitectura,La Libertad,9.94
EST000575,Estudiante 575,Arquitectura,Sonsonate,9.71
EST000576,Estudiante 576,Ingeniería Industrial,San Miguel,6.98
EST000577,Estudiante 577,Ingeniería en Sistemas,Sonsonate,5.67
EST000578,Estudiante 578,Contaduría,San Miguel,8.14
EST000579,Estudiante 579,Ingeniería Industrial,San Salvador,5.95
EST000580,Estudiante 580,Administración,San Miguel,5.3
EST000581,Estudiante 581,Ingeniería en Sistemas,San Salvador,5.83
EST000582,Estudiante 582,Ingeniería Industrial,Sonsonate,7.02
EST000583,Estudiante 583,Contaduría,San Miguel,8.01
EST000584,Estudiante 584,Administración,La Libertad,6.3
EST000585,Estudiante 585,Ingeniería Industrial,San Miguel,6.48
EST000586,Estudiante 586,Arquitectura,Santa Ana,9.3
EST000587,Estudiante 587,Ingeniería en Sistemas,San Salvador,6.01
EST000588,Estudiante 588,Administración,San Salvador,5.26
EST000589,Estudiante 589,Ingeniería en Sistemas,San Miguel,5.97
EST000590,Estudiante 590,Arquitectura,San Salvador,8.62
EST000591,Estudiante 591,Arquitectura,San Salvador,9.8
EST000592,Estudiante 592,Ingeniería en Sistemas,La Libertad,8.81
EST000593,Estudiante 593,Administración,La Libertad,6.18
EST000594,Estudiante 594,Administración,San Salvador,7.09
EST000595,Estudiante 595,Contaduría,Santa Ana,5.18
EST000596,Estudiante 596,Contaduría,San Miguel,9.9
EST000597,Estudiante 597,Ingeniería en Sistemas,San Salvador,6.62
EST000598,Estudiante 598,Ingeniería Industrial,San Salvador,6.93
EST000599,Estudiante 599,Ingeniería en Sistemas,La Libertad,9.59
EST000600,Estudiante 600,Ingeniería en Sistemas,La Libertad,5.88
EST000601,Estudiante 601,Ingeniería en Sistemas,La Libertad,5.54
EST000602,Estudiante 602,Ingeniería Industrial,San Salvador,6.84
EST000603,Estudiante 603,Ingeniería en Sistemas,San Salvador,6.36
EST000604,Estudiante 604,Ingeniería Industrial,Sonsonate,8.26
EST000605,Estudiante 605,Ingeniería en Sistemas,Sonsonate,9.93
EST000606,Estudiante 606,Administración,San Salvador,7.84
EST000607,Estudiante 607,Contaduría,La Libertad,9.06
EST000608,Estudiante 608,Contaduría,San Miguel,8.69
EST000609,Estudiante 609,Ingeniería en Sistemas,La Libertad,6.87
EST000610,Estudiante 610,Ingeniería Industrial,San Salvador,9.52
EST000611,Estudiante 611,Ingeniería Industrial,La Libertad,5.87
EST000612,Estudiante 612,Ingeniería Industrial,Sonsonate,9.43
EST000613,Estudiante 613,Arquitectura,La Libertad,7.44
EST000614,Estudiante 614,Contaduría,San Miguel,7.43
EST000615,Estudiante 615,Ingeniería en Sistemas,Santa Ana,8.57
EST000616,Estudiante 616,Administración,Santa Ana,9.55
EST000617,Estudiante 617,Administración,San Miguel,7.6
EST000618,Estudiante 618,Administración,Santa Ana,8.4
EST000619,Estudiante 619,Administración,La Libertad,8.78
EST000620,Estudiante 620,Arquitectura,Santa Ana,9.17
EST000621,Estudiante 621,Ingeniería en Sistemas,La Libertad,8.07
EST000622,Estudiante 622,Arquitectura,Santa Ana,6.28
EST000623,Estudiante 623,Arquitectura,San Miguel,7.01
EST000624,Estudiante 624,Administración,San Miguel,5.44
EST000625,Estudiante 625,Contaduría,La Libertad,6.96
EST000626,Estudiante 626,Ingeniería en Sistemas,Santa Ana,6.7
EST000627,Estudiante 627,Administración,Sonsonate,6.97
EST000628,Estudiante 628,Arquitectura,San Salvador,7.85
EST000629,Estudiante 629,Ingeniería en Sistemas,Santa Ana,7.14
EST000630,Estudiante 630,Ingeniería Industrial,La Libertad,6.02
EST000631,Estudiante 631,Arquitectura,Sonsonate,5.83
EST000632,Estudiante 632,Contaduría,San Miguel,7.32
EST000633,Estudiante 633,Ingeniería en Sistemas,Sonsonate,8.78
EST000634,Estudiante 634,Contaduría,San Miguel,6.41
EST000635,Estudiante 635,Administración,San Miguel,9.14
EST000636,Estudiante 636,Administración,San Salvador,9.39
EST000637,Estudiante 637,Arquitectura,La Libertad,5.13
EST000638,Estudiante 638,Arquitectura,Sonsonate,6.22
EST000639,Estudiante 639,Ingeniería Industrial,San Miguel,6.94
EST000640,Estudiante 640,Ingeniería en Sistemas,San Miguel,6.7
EST000641,Estudiante 641,Contaduría,Sonsonate,9.72
EST000642,Estudiante 642,Administración,San Salvador,7.05
EST000643,Estudiante 643,Administración,Sonsonate,5.29
EST000644,Estudiante 644,Contaduría,Sonsonate,5.87
EST000645,Estudiante 645,Ingeniería Industrial,Sonsonate,7.15
EST000646,Estudiante 646,Ingeniería Industrial,San Salvador,7.9
EST000647,Estudiante 647,Contaduría,San Miguel,7.05
EST000648,Estudiante 648,Administración,La Libertad,8.63
EST000649,Estudiante 649,Contaduría,San Miguel,5.44
EST000650,Estudiante 650,Ingeniería en Sistemas,San Salvador,8.89
EST000651,Estudiante 651,Contaduría,Sonsonate,8.93
EST000652,Estudiante 652,Arquitectura,San Salvador,5.15
EST000653,Estudiante 653,Contaduría,La Libertad,5.84
EST000654,Estudiante 654,Ingeniería en Sistemas,San Miguel,5.08
EST000655,Estudiante 655,Ingeniería en Sistemas,San Miguel,9.8
EST000656,Estudiante 656,Ingeniería Industrial,Sonsonate,7.61
EST000657,Estudiante 657,Administración,La Libertad,9.95
EST000658,Estudiante 658,Contaduría,La Libertad,5.26
EST000659,Estudiante 659,Arquitectura,La Libertad,6.38
EST000660,Estudiante 660,Administración,La Libertad,5.31
EST000661,Estudiante 661,Arquitectura,San Miguel,6.37
EST000662,Estudiante 662,Arquitectura,Santa Ana,6.05
EST000663,Estudiante 663,Ingeniería Industrial,San Salvador,7.16
EST000664,Estudiante 664,Arquitectura,San Miguel,7.24
EST000665,Estudiante 665,Ingeniería Industrial,San Salvador,6.43
EST000666,Estudiante 666,Administración,La Libertad,9.29
EST000667,Estudiante 667,Administración,Santa Ana,7.21
EST000668,Estudiante 668,Contaduría,San Miguel,7.2
EST000669,Estudiante 669,Administración,La Libertad,5.32
EST000670,Estudiante 670,Contaduría,Sonsonate,5.18
EST000671,Estudiante 671,Ingeniería Industrial,La Libertad,5.84
EST000672,Estudiante 672,Ingeniería Industrial,San Miguel,8.53
EST000673,Estudiante 673,Contaduría,San Miguel,9.73
EST000674,Estudiante 674,Ingeniería Industrial,La Libertad,7.33
EST000675,Estudiante 675,Ingeniería en Sistemas,La Libertad,7.63
EST000676,Estudiante 676,Ingeniería en Sistemas,La Libertad,9.39
EST000677,Estudiante 677,Administración,San Miguel,5.45
EST000678,Estudiante 678,Ingeniería en Sistemas,La Libertad,8.19
EST000679,Estudiante 679,Contaduría,Santa Ana,5.75
EST000680,Estudiante 680,Ingeniería Industrial,San Salvador,7.45
EST000681,Estudiante 681,Ingeniería Industrial,Santa Ana,6.93
EST000682,Estudiante 682,Administración,San Miguel,7.85
EST000683,Estudiante 683,Ingeniería Industrial,San Miguel,5.49
EST000684,Estudiante 684,Arquitectura,La Libertad,6.48
EST000685,Estudiante 685,Ingeniería Industrial,San Miguel,9.3
EST000686,Estudiante 686,Ingeniería en Sistemas,San Miguel,9.47
EST000687,Estudiante 687,Administración,Santa Ana,5.02
EST000688,Estudiante 688,Ingeniería en Sistemas,San Salvador,6.46
EST000689,Estudiante 689,Contaduría,Santa Ana,7.05
EST000690,Estudiante 690,Contaduría,San Miguel,9.79
EST000691,Estudiante 691,Contaduría,Santa Ana,6.65
EST000692,Estudiante 692,Ingeniería en Sistemas,San Salvador,7.29
EST000693,Estudiante 693,Administración,Sonsonate,6.62
EST000694,Estudiante 694,Administración,Sonsonate,5.58
EST000695,Estudiante 695,Ingeniería en Sistemas,San Salvador,6.04
EST000696,Estudiante 696,Ingeniería Industrial,San Salvador,9.0
EST000697,Estudiante 697,Administración,San Miguel,5.21
EST000698,Estudiante 698,Ingeniería en Sistemas,Sonsonate,8.56
EST000699,Estudiante 699,Ingeniería Industrial,San Miguel,7.56
EST000700,Estudiante 700,Ingeniería en Sistemas,Sonsonate,6.66
EST000701,Estudiante 701,Contaduría,San Miguel,5.32
EST000702,Estudiante 702,Ingeniería en Sistemas,San Salvador,5.31
EST000703,Estudiante 703,Contaduría,Santa Ana,8.56
EST000704,Estudiante 704,Administración,Santa Ana,6.54
EST000705,Estudiante 705,Ingeniería en Sistemas,Santa Ana,5.51
EST000706,Estudiante 706,Administración,San Miguel,6.74
EST000707,Estudiante 707,Ingeniería Industrial,Sonsonate,8.16
EST000708,Estudiante 708,Ingeniería Industrial,San Salvador,5.25
EST000709,Estudiante 709,Ingeniería Industrial,Santa Ana,6.45
EST000710,Estudiante 710,Ingeniería en Sistemas,Sonsonate,9.03
EST000711,Estudiante 711,Ingeniería Industrial,San Salvador,7.75
EST000712,Estudiante 712,Contaduría,Sonsonate,9.13
EST000713,Estudiante 713,Ingeniería en Sistemas,Santa Ana,7.93
EST000714,Estudiante 714,Administración,La Libertad,9.41
EST000715,Estudiante 715,Administración,La Libertad,6.11
EST000716,Estudiante 716,Ingeniería Industrial,La Libertad,8.21
EST000717,Estudiante 717,Contaduría,San Miguel,7.83
EST000718,Estudiante 718,Ingeniería en Sistemas,San Miguel,7.62
EST000719,Estudiante 719,Administración,La Libertad,6.34
EST000720,Estudiante 720,Administración,Santa Ana,9.5
EST000721,Estudiante 721,Contaduría,San Salvador,6.67
EST000722,Estudiante 722,Administración,Sonsonate,7.51
EST000723,Estudiante 723,Arquitectura,Santa Ana,6.83
EST000724,Estudiante 724,Administración,San Miguel,8.75
EST000725,Estudiante 725,Ingeniería Industrial,Santa Ana,5.91
EST000726,Estudiante 726,Administración,Santa Ana,9.91
EST000727,Estudiante 727,Arquitectura,San Salvador,9.97
EST000728,Estudiante 728,Arquitectura,La Libertad,6.31
EST000729,Estudiante 729,Administración,San Miguel,5.41
EST000730,Estudiante 730,Administración,San Miguel,8.96
EST000731,Estudiante 731,Ingeniería en Sistemas,San Miguel,7.93
EST000732,Estudiante 732,Administración,La Libertad,7.07
EST000733,Estudiante 733,Arquitectura,Sonsonate,7.7
EST000734,Estudiante 734,Ingeniería en Sistemas,Santa Ana,8.28
EST000735,Estudiante 735,Ingeniería Industrial,San Salvador,7.33
EST000736,Estudiante 736,Ingeniería en Sistemas,Santa Ana,6.11
EST000737,Estudiante 737,Ingeniería en Sistemas,San Miguel,6.37
EST000738,Estudiante 738,Arquitectura,San Miguel,6.93
EST000739,Estudiante 739,Contaduría,Sonsonate,8.22
EST000740,Estudiante 740,Contaduría,San Salvador,7.69
EST000741,Estudiante 741,Administración,Santa Ana,5.38
EST000742,Estudiante 742,Arquitectura,San Salvador,9.54
EST000743,Estudiante 743,Ingeniería Industrial,Santa Ana,5.23
EST000744,Estudiante 744,Arquitectura,Sonsonate,8.17
EST000745,Estudiante 745,Arquitectura,La Libertad,5.52
EST000746,Estudiante 746,Administración,La Libertad,9.1
EST000747,Estudiante 747,Administración,Santa Ana,8.65
EST000748,Estudiante 748,Ingeniería en Sistemas,Sonsonate,5.3
EST000749,Estudiante 749,Arquitectura,Santa Ana,6.91
EST000750,Estudiante 750,Contaduría,San Salvador,9.59
EST000751,Estudiante 751,Ingeniería Industrial,Santa Ana,8.49
EST000752,Estudiante 752,Arquitectura,Santa Ana,5.39
EST000753,Estudiante 753,Ingeniería Industrial,San Salvador,5.93
EST000754,Estudiante 754,Administración,Sonsonate,6.68
EST000755,Estudiante 755,Administración,Sonsonate,5.11
EST000756,Estudiante 756,Ingeniería Industrial,Santa Ana,9.45
EST000757,Estudiante 757,Arquitectura,Sonsonate,9.02
EST000758,Estudiante 758,Arquitectura,Sonsonate,5.32
EST000759,Estudiante 759,Arquitectura,San Miguel,7.58
EST000760,Estudiante 760,Arquitectura,Sonsonate,6.27
EST000761,Estudiante 761,Contaduría,Sonsonate,9.81
EST000762,Estudiante 762,Ingeniería en Sistemas,San Miguel,7.97
EST000763,Estudiante 763,Contaduría,Santa Ana,6.58
EST000764,Estudiante 764,Administración,San Miguel,7.14
EST000765,Estudiante 765,Administración,Santa Ana,9.82
EST000766,Estudiante 766,Administración,Sonsonate,5.95
EST000767,Estudiante 767,Arquitectura,San Miguel,5.29
EST000768,Estudiante 768,Contaduría,San Miguel,7.51
EST000769,Estudiante 769,Ingeniería Industrial,San Salvador,6.96
EST000770,Estudiante 770,Ingeniería Industrial,Santa Ana,8.89
